account_id,customer_id,account_type,currency,current_balance,status,opened_at
ACC-0284,CUST-0209,CURRENT,INR,376620.59,ACTIVE,2025-12-19 00:00:00
ACC-0285,CUST-0239,SAVINGS,INR,314116.14,ACTIVE,2025-04-10 00:00:00
ACC-0286,CUST-0782,LOAN,INR,22970.73,ACTIVE,2024-07-08 00:00:00
ACC-0287,CUST-0285,CREDIT_CARD,INR,394965.48,ACTIVE,2026-01-26 00:00:00
ACC-0288,CUST-0554,LOAN,INR,273299.03,ACTIVE,2025-06-11 00:00:00
ACC-0289,CUST-0602,LOAN,INR,15876.62,ACTIVE,2025-11-14 00:00:00
ACC-0290,CUST-0850,CREDIT_CARD,INR,29283.12,ACTIVE,2024-07-06 00:00:00
ACC-0291,CUST-0637,CREDIT_CARD,INR,469053.01,ACTIVE,2024-09-13 00:00:00
ACC-0292,CUST-0184,CURRENT,INR,368498.93,ACTIVE,2024-04-19 00:00:00
ACC-0293,CUST-0639,LOAN,INR,474009.79,ACTIVE,2025-02-12 00:00:00
ACC-0294,CUST-0470,LOAN,INR,118662.93,ACTIVE,2026-03-02 00:00:00
ACC-0295,CUST-0443,SAVINGS,INR,487210.04,ACTIVE,2026-02-21 00:00:00
ACC-0296,CUST-0401,CREDIT_CARD,INR,275747.47,ACTIVE,2025-01-12 00:00:00
ACC-0297,CUST-0679,CURRENT,INR,260716.22,ACTIVE,2025-01-06 00:00:00
ACC-0298,CUST-0636,SAVINGS,INR,29592.96,ACTIVE,2024-08-19 00:00:00
ACC-0299,CUST-0147,CREDIT_CARD,INR,218832.79,ACTIVE,2025-01-26 00:00:00
ACC-0300,CUST-0017,CREDIT_CARD,INR,82130.39,ACTIVE,2025-05-30 00:00:00
ACC-0301,CUST-0833,CREDIT_CARD,INR,390137.78,ACTIVE,2025-12-30 00:00:00
ACC-0302,CUST-0724,CREDIT_CARD,INR,109308.53,ACTIVE,2024-07-09 00:00:00
ACC-0303,CUST-0465,CREDIT_CARD,INR,38155.83,ACTIVE,2024-10-18 00:00:00
ACC-0304,CUST-0964,CURRENT,INR,239565.36,ACTIVE,2026-03-28 00:00:00
ACC-0305,CUST-0186,CURRENT,INR,373811.2,ACTIVE,2025-09-03 00:00:00
ACC-0306,CUST-0188,SAVINGS,INR,457491.69,ACTIVE,2025-12-28 00:00:00
ACC-0307,CUST-0840,SAVINGS,INR,495911.32,ACTIVE,2025-02-14 00:00:00
ACC-0308,CUST-0402,CREDIT_CARD,INR,320944.73,ACTIVE,2025-01-15 00:00:00
ACC-0309,CUST-0180,LOAN,INR,219389.5,ACTIVE,2025-10-07 00:00:00
ACC-0310,CUST-0615,CREDIT_CARD,INR,372240.42,ACTIVE,2025-04-08 00:00:00
ACC-0311,CUST-0017,SAVINGS,INR,129457.89,ACTIVE,2024-07-13 00:00:00
ACC-0312,CUST-0066,CURRENT,INR,70621.86,ACTIVE,2024-04-03 00:00:00
ACC-0313,CUST-0783,CURRENT,INR,250806.57,ACTIVE,2025-06-06 00:00:00
ACC-0314,CUST-0770,SAVINGS,INR,381627.14,ACTIVE,2025-08-17 00:00:00
ACC-0315,CUST-0484,CURRENT,INR,490160.82,ACTIVE,2024-04-22 00:00:00
ACC-0316,CUST-0873,CREDIT_CARD,INR,75529.3,ACTIVE,2025-05-10 00:00:00
ACC-0317,CUST-0869,LOAN,INR,229537.45,ACTIVE,2025-02-07 00:00:00
ACC-0318,CUST-0392,CREDIT_CARD,INR,309451.47,ACTIVE,2024-06-13 00:00:00
ACC-0319,CUST-0954,CREDIT_CARD,INR,27915.64,ACTIVE,2024-06-27 00:00:00
ACC-0320,CUST-0214,CREDIT_CARD,INR,355373.71,ACTIVE,2025-03-16 00:00:00
ACC-0321,CUST-0686,SAVINGS,INR,366844.49,ACTIVE,2024-04-21 00:00:00
ACC-0322,CUST-0980,CREDIT_CARD,INR,341756.41,ACTIVE,2024-12-11 00:00:00
ACC-0323,CUST-0544,SAVINGS,INR,56046.83,ACTIVE,2024-11-07 00:00:00
ACC-0324,CUST-0374,LOAN,INR,26199.19,ACTIVE,2025-11-04 00:00:00
ACC-0325,CUST-0933,CURRENT,INR,183179.63,ACTIVE,2025-01-10 00:00:00
ACC-0326,CUST-0649,SAVINGS,INR,132945.82,ACTIVE,2026-03-28 00:00:00
ACC-0327,CUST-0157,LOAN,INR,342352.06,ACTIVE,2024-06-25 00:00:00
ACC-0328,CUST-0740,CREDIT_CARD,INR,132580.35,ACTIVE,2025-05-29 00:00:00
ACC-0329,CUST-0311,SAVINGS,INR,153210.5,ACTIVE,2024-09-17 00:00:00
ACC-0330,CUST-0362,SAVINGS,INR,493366.32,ACTIVE,2025-08-14 00:00:00
ACC-0331,CUST-0996,CURRENT,INR,31937.43,ACTIVE,2025-10-18 00:00:00
ACC-0332,CUST-0028,CURRENT,INR,332470.35,ACTIVE,2025-11-23 00:00:00
ACC-0333,CUST-0926,CURRENT,INR,92311.59,ACTIVE,2024-04-24 00:00:00
ACC-0334,CUST-0691,LOAN,INR,352812.1,ACTIVE,2025-01-29 00:00:00
ACC-0335,CUST-0958,CREDIT_CARD,INR,235574.09,ACTIVE,2024-12-07 00:00:00
ACC-0336,CUST-0643,CURRENT,INR,229733.4,ACTIVE,2024-05-17 00:00:00
ACC-0337,CUST-0115,SAVINGS,INR,72540.89,ACTIVE,2024-04-12 00:00:00
ACC-0338,CUST-0367,CURRENT,INR,66071.57,ACTIVE,2026-03-24 00:00:00
ACC-0339,CUST-0852,LOAN,INR,180016.64,ACTIVE,2025-04-04 00:00:00
ACC-0340,CUST-0651,CREDIT_CARD,INR,156013.48,ACTIVE,2024-09-15 00:00:00
ACC-0341,CUST-0258,SAVINGS,INR,493753.92,ACTIVE,2024-07-14 00:00:00
ACC-0342,CUST-0523,LOAN,INR,306166.06,ACTIVE,2025-06-11 00:00:00
ACC-0343,CUST-0949,CURRENT,INR,245461.9,ACTIVE,2025-05-21 00:00:00
ACC-0344,CUST-0448,LOAN,INR,275881.47,ACTIVE,2024-05-02 00:00:00
ACC-0345,CUST-0808,CURRENT,INR,429327.8,ACTIVE,2024-05-24 00:00:00
ACC-0346,CUST-0493,CREDIT_CARD,INR,20202.77,ACTIVE,2026-01-11 00:00:00
ACC-0347,CUST-0521,SAVINGS,INR,448203.4,ACTIVE,2026-01-05 00:00:00
ACC-0348,CUST-0192,SAVINGS,INR,276058.37,ACTIVE,2025-09-03 00:00:00
ACC-0349,CUST-0831,SAVINGS,INR,59663.03,ACTIVE,2024-06-06 00:00:00
ACC-0350,CUST-0667,SAVINGS,INR,156654.09,ACTIVE,2025-12-16 00:00:00
ACC-0351,CUST-0252,LOAN,INR,66860.91,ACTIVE,2025-03-27 00:00:00
ACC-0352,CUST-0717,CREDIT_CARD,INR,155324.56,ACTIVE,2025-01-22 00:00:00
ACC-0353,CUST-0701,SAVINGS,INR,174401.28,ACTIVE,2025-10-23 00:00:00
ACC-0354,CUST-0241,CURRENT,INR,235982.2,ACTIVE,2025-07-17 00:00:00
ACC-0355,CUST-0489,CREDIT_CARD,INR,154964.88,ACTIVE,2024-12-18 00:00:00
ACC-0356,CUST-0515,LOAN,INR,347584.18,ACTIVE,2024-07-11 00:00:00
ACC-0357,CUST-0600,CREDIT_CARD,INR,203453.09,ACTIVE,2025-11-16 00:00:00
ACC-0358,CUST-0614,LOAN,INR,83899.57,ACTIVE,2024-11-18 00:00:00
ACC-0359,CUST-0900,CREDIT_CARD,INR,112807.98,ACTIVE,2024-07-29 00:00:00
ACC-0360,CUST-0898,LOAN,INR,39992.51,ACTIVE,2026-03-17 00:00:00
ACC-0361,CUST-0790,LOAN,INR,58778.17,ACTIVE,2025-12-14 00:00:00
ACC-0362,CUST-0122,CREDIT_CARD,INR,326652.31,ACTIVE,2025-02-24 00:00:00
ACC-0363,CUST-0828,CREDIT_CARD,INR,146359.48,ACTIVE,2025-01-15 00:00:00
ACC-0364,CUST-0663,CURRENT,INR,54938.22,ACTIVE,2024-07-09 00:00:00
ACC-0365,CUST-0117,CURRENT,INR,373954.61,ACTIVE,2024-09-12 00:00:00
ACC-0366,CUST-0072,CURRENT,INR,402539.71,ACTIVE,2024-08-08 00:00:00
ACC-0367,CUST-0981,SAVINGS,INR,355671.51,ACTIVE,2026-02-01 00:00:00
ACC-0368,CUST-0995,CURRENT,INR,172804.34,ACTIVE,2025-08-24 00:00:00
ACC-0369,CUST-0308,CREDIT_CARD,INR,37313.19,ACTIVE,2024-06-18 00:00:00
ACC-0370,CUST-0010,CREDIT_CARD,INR,421823.45,ACTIVE,2025-11-18 00:00:00
ACC-0371,CUST-0616,CREDIT_CARD,INR,330729.25,ACTIVE,2024-05-07 00:00:00
ACC-0372,CUST-0990,SAVINGS,INR,448858.75,ACTIVE,2025-10-25 00:00:00
ACC-0373,CUST-0874,SAVINGS,INR,38229.66,ACTIVE,2024-12-10 00:00:00
ACC-0374,CUST-0662,CREDIT_CARD,INR,312966.63,ACTIVE,2025-02-22 00:00:00
ACC-0375,CUST-0890,CURRENT,INR,362263.24,ACTIVE,2025-06-12 00:00:00
ACC-0376,CUST-0363,CREDIT_CARD,INR,194939.72,ACTIVE,2024-10-06 00:00:00
ACC-0377,CUST-0294,LOAN,INR,158517.83,ACTIVE,2026-03-13 00:00:00
ACC-0378,CUST-0189,CREDIT_CARD,INR,162676.15,ACTIVE,2024-11-27 00:00:00
ACC-0379,CUST-0426,CURRENT,INR,352598.84,ACTIVE,2025-12-04 00:00:00
ACC-0380,CUST-0301,CREDIT_CARD,INR,248924.0,ACTIVE,2025-11-15 00:00:00
ACC-0381,CUST-0113,CREDIT_CARD,INR,428745.06,ACTIVE,2025-05-18 00:00:00
ACC-0382,CUST-0749,CREDIT_CARD,INR,122193.61,ACTIVE,2025-09-13 00:00:00
ACC-0383,CUST-0040,LOAN,INR,44021.65,ACTIVE,2026-01-31 00:00:00
ACC-0384,CUST-0082,CURRENT,INR,316187.55,ACTIVE,2026-01-07 00:00:00
ACC-0385,CUST-0930,LOAN,INR,65127.28,ACTIVE,2024-10-01 00:00:00
ACC-0386,CUST-0432,SAVINGS,INR,102171.5,ACTIVE,2025-03-07 00:00:00
ACC-0387,CUST-0586,CREDIT_CARD,INR,378851.61,ACTIVE,2025-10-17 00:00:00
ACC-0388,CUST-0910,CREDIT_CARD,INR,24046.37,ACTIVE,2026-01-28 00:00:00
ACC-0389,CUST-0425,CREDIT_CARD,INR,12042.04,ACTIVE,2026-03-07 00:00:00
ACC-0390,CUST-0087,SAVINGS,INR,213603.47,ACTIVE,2025-05-13 00:00:00
ACC-0391,CUST-0582,CURRENT,INR,169275.77,ACTIVE,2026-05-02 00:00:00
ACC-0392,CUST-0838,CREDIT_CARD,INR,6877.82,ACTIVE,2025-06-06 00:00:00
ACC-0393,CUST-0587,CURRENT,INR,162571.22,ACTIVE,2024-07-01 00:00:00
ACC-0394,CUST-0960,CREDIT_CARD,INR,138749.03,ACTIVE,2026-03-21 00:00:00
ACC-0395,CUST-0702,CREDIT_CARD,INR,162914.62,ACTIVE,2025-01-10 00:00:00
ACC-0396,CUST-0709,LOAN,INR,387496.46,ACTIVE,2025-09-23 00:00:00
ACC-0397,CUST-0245,CREDIT_CARD,INR,179932.34,ACTIVE,2024-10-15 00:00:00
ACC-0398,CUST-0897,CURRENT,INR,164996.43,ACTIVE,2026-01-02 00:00:00
ACC-0399,CUST-0657,SAVINGS,INR,176989.93,ACTIVE,2025-06-09 00:00:00
ACC-0400,CUST-0334,LOAN,INR,132008.25,ACTIVE,2024-04-03 00:00:00
ACC-0401,CUST-0231,CURRENT,INR,69444.91,ACTIVE,2025-03-28 00:00:00
ACC-0402,CUST-0488,SAVINGS,INR,418321.44,ACTIVE,2025-08-10 00:00:00
ACC-0403,CUST-0701,CURRENT,INR,47102.88,ACTIVE,2026-04-07 00:00:00
ACC-0404,CUST-0361,CURRENT,INR,247787.0,ACTIVE,2025-01-12 00:00:00
ACC-0405,CUST-0675,CREDIT_CARD,INR,470543.5,ACTIVE,2024-11-16 00:00:00
ACC-0406,CUST-0268,LOAN,INR,55308.86,ACTIVE,2024-06-30 00:00:00
ACC-0407,CUST-0273,CREDIT_CARD,INR,244259.89,ACTIVE,2025-04-13 00:00:00
ACC-0408,CUST-0883,SAVINGS,INR,299338.43,ACTIVE,2025-09-08 00:00:00
ACC-0409,CUST-0686,SAVINGS,INR,356828.98,ACTIVE,2024-03-31 00:00:00
ACC-0410,CUST-0643,SAVINGS,INR,216813.53,ACTIVE,2025-12-22 00:00:00
ACC-0411,CUST-0429,LOAN,INR,8789.3,ACTIVE,2025-12-10 00:00:00
ACC-0412,CUST-0565,SAVINGS,INR,34543.33,ACTIVE,2025-07-06 00:00:00
ACC-0413,CUST-0691,CURRENT,INR,242110.71,ACTIVE,2025-07-01 00:00:00
ACC-0414,CUST-0869,CREDIT_CARD,INR,43746.5,ACTIVE,2025-09-22 00:00:00
ACC-0415,CUST-0268,CREDIT_CARD,INR,140567.88,ACTIVE,2025-01-08 00:00:00
ACC-0416,CUST-0746,CREDIT_CARD,INR,108517.89,ACTIVE,2025-11-26 00:00:00
ACC-0417,CUST-0875,CURRENT,INR,457356.56,ACTIVE,2024-11-22 00:00:00
ACC-0418,CUST-0602,CURRENT,INR,250002.21,ACTIVE,2024-10-20 00:00:00
ACC-0419,CUST-0639,CREDIT_CARD,INR,419741.06,ACTIVE,2026-02-20 00:00:00
ACC-0420,CUST-0174,CURRENT,INR,83298.23,ACTIVE,2026-01-15 00:00:00
ACC-0421,CUST-0058,CREDIT_CARD,INR,403620.39,ACTIVE,2024-07-14 00:00:00
ACC-0422,CUST-0642,LOAN,INR,349468.16,ACTIVE,2024-08-07 00:00:00
ACC-0423,CUST-0597,SAVINGS,INR,181190.66,ACTIVE,2025-08-22 00:00:00
ACC-0424,CUST-0393,CREDIT_CARD,INR,228735.36,ACTIVE,2026-05-02 00:00:00
ACC-0425,CUST-0222,CREDIT_CARD,INR,352396.98,ACTIVE,2024-04-14 00:00:00
ACC-0426,CUST-0494,SAVINGS,INR,418686.61,ACTIVE,2026-03-28 00:00:00
ACC-0427,CUST-0488,CURRENT,INR,189830.88,ACTIVE,2026-04-22 00:00:00
ACC-0428,CUST-0114,SAVINGS,INR,415866.66,ACTIVE,2024-07-23 00:00:00
ACC-0429,CUST-0020,LOAN,INR,122284.54,ACTIVE,2024-08-06 00:00:00
ACC-0430,CUST-0452,CURRENT,INR,91669.71,ACTIVE,2025-10-06 00:00:00
ACC-0431,CUST-0770,CREDIT_CARD,INR,136381.04,ACTIVE,2025-11-12 00:00:00
ACC-0432,CUST-0653,CURRENT,INR,238081.01,ACTIVE,2025-05-19 00:00:00
ACC-0433,CUST-0276,SAVINGS,INR,199882.74,ACTIVE,2025-12-27 00:00:00
ACC-0434,CUST-0496,SAVINGS,INR,280077.27,ACTIVE,2024-07-08 00:00:00
ACC-0435,CUST-0893,SAVINGS,INR,389291.23,ACTIVE,2024-05-11 00:00:00
ACC-0436,CUST-0449,SAVINGS,INR,391777.34,ACTIVE,2026-03-07 00:00:00
ACC-0437,CUST-0297,LOAN,INR,149318.34,ACTIVE,2025-05-14 00:00:00
ACC-0438,CUST-0595,CREDIT_CARD,INR,31865.93,ACTIVE,2026-02-25 00:00:00
ACC-0439,CUST-0045,SAVINGS,INR,267843.23,ACTIVE,2026-01-27 00:00:00
ACC-0440,CUST-0546,LOAN,INR,72648.18,ACTIVE,2025-12-09 00:00:00
ACC-0441,CUST-0147,LOAN,INR,180241.5,ACTIVE,2025-10-13 00:00:00
ACC-0442,CUST-0684,CREDIT_CARD,INR,321308.3,ACTIVE,2026-02-26 00:00:00
ACC-0443,CUST-0742,CURRENT,INR,344345.38,ACTIVE,2024-09-29 00:00:00
ACC-0444,CUST-0678,CURRENT,INR,457418.3,ACTIVE,2025-05-02 00:00:00
ACC-0445,CUST-0378,LOAN,INR,310266.88,ACTIVE,2025-06-29 00:00:00
ACC-0446,CUST-0942,CURRENT,INR,192551.29,ACTIVE,2024-11-03 00:00:00
ACC-0447,CUST-0638,SAVINGS,INR,132987.2,ACTIVE,2025-07-14 00:00:00
ACC-0448,CUST-0396,SAVINGS,INR,340754.27,ACTIVE,2026-04-30 00:00:00
ACC-0449,CUST-0619,LOAN,INR,480185.36,ACTIVE,2025-03-11 00:00:00
ACC-0450,CUST-0161,LOAN,INR,348846.29,ACTIVE,2024-12-25 00:00:00
ACC-0451,CUST-0016,SAVINGS,INR,356237.01,ACTIVE,2025-12-27 00:00:00
ACC-0452,CUST-0457,CURRENT,INR,296435.16,ACTIVE,2026-01-29 00:00:00
ACC-0453,CUST-0509,SAVINGS,INR,224670.96,ACTIVE,2024-09-08 00:00:00
ACC-0454,CUST-0763,CREDIT_CARD,INR,372280.53,ACTIVE,2024-11-08 00:00:00
ACC-0455,CUST-0992,LOAN,INR,31492.93,ACTIVE,2025-02-01 00:00:00
ACC-0456,CUST-0014,CREDIT_CARD,INR,150760.3,ACTIVE,2026-01-15 00:00:00
ACC-0457,CUST-0769,CREDIT_CARD,INR,301735.78,ACTIVE,2024-08-20 00:00:00
ACC-0458,CUST-0552,SAVINGS,INR,466361.75,ACTIVE,2025-08-23 00:00:00
ACC-0459,CUST-0347,CURRENT,INR,67535.17,ACTIVE,2025-04-27 00:00:00
ACC-0460,CUST-0185,LOAN,INR,429929.95,ACTIVE,2025-09-23 00:00:00
ACC-0461,CUST-0436,CREDIT_CARD,INR,348733.06,ACTIVE,2026-03-12 00:00:00
ACC-0462,CUST-0125,LOAN,INR,37200.46,ACTIVE,2024-10-01 00:00:00
ACC-0463,CUST-0695,CREDIT_CARD,INR,350248.4,ACTIVE,2024-09-12 00:00:00
ACC-0464,CUST-0334,SAVINGS,INR,474939.11,ACTIVE,2024-05-16 00:00:00
ACC-0465,CUST-0272,CURRENT,INR,378697.31,ACTIVE,2026-02-20 00:00:00
ACC-0466,CUST-0840,SAVINGS,INR,479954.07,ACTIVE,2025-04-30 00:00:00
ACC-0467,CUST-0583,LOAN,INR,295249.42,ACTIVE,2026-02-28 00:00:00
ACC-0468,CUST-0814,CREDIT_CARD,INR,103003.28,ACTIVE,2024-08-03 00:00:00
ACC-0469,CUST-0477,LOAN,INR,132879.03,ACTIVE,2025-09-02 00:00:00
ACC-0470,CUST-0187,CURRENT,INR,155514.35,ACTIVE,2025-11-17 00:00:00
ACC-0471,CUST-0841,CURRENT,INR,491676.75,ACTIVE,2024-07-13 00:00:00
ACC-0472,CUST-0202,LOAN,INR,77574.34,ACTIVE,2024-12-07 00:00:00
ACC-0473,CUST-0273,SAVINGS,INR,393022.69,ACTIVE,2025-02-08 00:00:00
ACC-0474,CUST-0770,CURRENT,INR,411515.11,ACTIVE,2024-05-21 00:00:00
ACC-0475,CUST-0439,LOAN,INR,448722.77,ACTIVE,2025-07-28 00:00:00
ACC-0476,CUST-0754,LOAN,INR,89260.84,ACTIVE,2026-04-04 00:00:00
ACC-0477,CUST-0107,LOAN,INR,249431.24,ACTIVE,2026-01-31 00:00:00
ACC-0478,CUST-0582,SAVINGS,INR,13058.62,ACTIVE,2026-01-11 00:00:00
ACC-0479,CUST-0420,LOAN,INR,394537.3,ACTIVE,2024-04-27 00:00:00
ACC-0480,CUST-0842,CURRENT,INR,48279.87,ACTIVE,2025-04-15 00:00:00
ACC-0481,CUST-0855,CURRENT,INR,96839.89,ACTIVE,2026-01-02 00:00:00
ACC-0482,CUST-0233,LOAN,INR,251814.11,ACTIVE,2025-03-03 00:00:00
ACC-0483,CUST-0371,SAVINGS,INR,63569.92,ACTIVE,2025-06-16 00:00:00
ACC-0484,CUST-0521,SAVINGS,INR,479373.33,ACTIVE,2024-10-07 00:00:00
ACC-0485,CUST-0770,CREDIT_CARD,INR,139912.95,ACTIVE,2026-04-26 00:00:00
ACC-0486,CUST-0264,CREDIT_CARD,INR,12928.35,ACTIVE,2026-02-24 00:00:00
ACC-0487,CUST-0292,CREDIT_CARD,INR,146794.08,ACTIVE,2024-04-02 00:00:00
ACC-0488,CUST-0683,CREDIT_CARD,INR,282826.63,ACTIVE,2025-11-18 00:00:00
ACC-0489,CUST-0018,SAVINGS,INR,397032.52,ACTIVE,2025-02-17 00:00:00
ACC-0490,CUST-0153,SAVINGS,INR,73420.94,ACTIVE,2025-08-29 00:00:00
ACC-0491,CUST-0289,CURRENT,INR,386572.42,ACTIVE,2025-12-03 00:00:00
ACC-0492,CUST-0984,LOAN,INR,286168.91,ACTIVE,2025-09-19 00:00:00
ACC-0493,CUST-0050,SAVINGS,INR,14641.14,ACTIVE,2025-05-22 00:00:00
ACC-0494,CUST-0459,CREDIT_CARD,INR,294348.41,ACTIVE,2024-07-05 00:00:00
ACC-0495,CUST-0677,CREDIT_CARD,INR,368322.53,ACTIVE,2025-10-26 00:00:00
ACC-0496,CUST-0524,LOAN,INR,457873.1,ACTIVE,2024-12-25 00:00:00
ACC-0497,CUST-0089,LOAN,INR,482739.71,ACTIVE,2025-12-25 00:00:00
ACC-0498,CUST-0840,SAVINGS,INR,36377.97,ACTIVE,2025-05-13 00:00:00
ACC-0499,CUST-0216,SAVINGS,INR,298988.8,ACTIVE,2025-09-10 00:00:00
ACC-0500,CUST-0866,SAVINGS,INR,49993.02,ACTIVE,2024-07-03 00:00:00
ACC-0501,CUST-0898,CURRENT,INR,406090.68,ACTIVE,2026-03-21 00:00:00
ACC-0502,CUST-0313,SAVINGS,INR,236834.89,ACTIVE,2025-09-07 00:00:00
ACC-0503,CUST-0223,LOAN,INR,416388.79,ACTIVE,2026-03-15 00:00:00
ACC-0504,CUST-0897,SAVINGS,INR,415515.16,ACTIVE,2025-09-24 00:00:00
ACC-0505,CUST-0704,CURRENT,INR,450859.09,ACTIVE,2025-09-17 00:00:00
ACC-0506,CUST-0763,CREDIT_CARD,INR,449208.46,ACTIVE,2024-08-20 00:00:00
ACC-0507,CUST-0829,LOAN,INR,229534.0,ACTIVE,2025-08-25 00:00:00
ACC-0508,CUST-0681,LOAN,INR,193074.6,ACTIVE,2025-01-04 00:00:00
ACC-0509,CUST-0524,LOAN,INR,213093.82,ACTIVE,2024-04-12 00:00:00
ACC-0510,CUST-0379,SAVINGS,INR,130911.59,ACTIVE,2025-04-03 00:00:00
ACC-0511,CUST-0329,CURRENT,INR,49326.22,ACTIVE,2025-04-13 00:00:00
ACC-0512,CUST-0326,SAVINGS,INR,449566.24,ACTIVE,2024-05-23 00:00:00
ACC-0513,CUST-0006,LOAN,INR,68494.04,ACTIVE,2024-11-16 00:00:00
ACC-0514,CUST-0741,CREDIT_CARD,INR,159005.85,ACTIVE,2025-10-17 00:00:00
ACC-0515,CUST-0505,CREDIT_CARD,INR,393433.82,ACTIVE,2025-07-25 00:00:00
ACC-0516,CUST-0584,CREDIT_CARD,INR,383386.5,ACTIVE,2025-12-11 00:00:00
ACC-0517,CUST-0127,CURRENT,INR,387069.27,ACTIVE,2025-03-06 00:00:00
ACC-0518,CUST-0638,CURRENT,INR,258488.44,ACTIVE,2025-04-01 00:00:00
ACC-0519,CUST-0778,CURRENT,INR,189959.25,ACTIVE,2024-10-27 00:00:00
ACC-0520,CUST-0618,LOAN,INR,14446.81,ACTIVE,2025-08-24 00:00:00
ACC-0521,CUST-0761,CURRENT,INR,445139.93,ACTIVE,2025-09-07 00:00:00
ACC-0522,CUST-0893,CURRENT,INR,74073.85,ACTIVE,2025-05-25 00:00:00
ACC-0523,CUST-0061,CURRENT,INR,427636.1,ACTIVE,2024-12-09 00:00:00
ACC-0524,CUST-0034,LOAN,INR,103826.0,ACTIVE,2025-02-16 00:00:00
ACC-0525,CUST-0087,CURRENT,INR,414288.42,ACTIVE,2024-09-13 00:00:00
ACC-0526,CUST-0765,CURRENT,INR,349340.41,ACTIVE,2024-11-23 00:00:00
ACC-0527,CUST-0665,SAVINGS,INR,223317.92,ACTIVE,2025-08-19 00:00:00
ACC-0528,CUST-0437,CURRENT,INR,182530.51,ACTIVE,2026-03-19 00:00:00
ACC-0529,CUST-0930,SAVINGS,INR,363992.58,ACTIVE,2025-10-01 00:00:00
ACC-0530,CUST-0484,SAVINGS,INR,36671.21,ACTIVE,2024-08-25 00:00:00
ACC-0531,CUST-0041,CURRENT,INR,360012.79,ACTIVE,2026-04-07 00:00:00
ACC-0532,CUST-0543,CURRENT,INR,75805.75,ACTIVE,2024-08-24 00:00:00
ACC-0533,CUST-0352,LOAN,INR,161504.24,ACTIVE,2025-04-10 00:00:00
ACC-0534,CUST-0435,CREDIT_CARD,INR,312979.93,ACTIVE,2024-11-23 00:00:00
ACC-0535,CUST-0459,CREDIT_CARD,INR,6182.1,ACTIVE,2025-03-16 00:00:00
ACC-0536,CUST-0063,CREDIT_CARD,INR,482494.97,ACTIVE,2026-03-12 00:00:00
ACC-0537,CUST-0537,LOAN,INR,304999.4,ACTIVE,2025-09-18 00:00:00
ACC-0538,CUST-0409,LOAN,INR,116792.08,ACTIVE,2026-03-26 00:00:00
ACC-0539,CUST-0768,LOAN,INR,139598.85,ACTIVE,2024-10-20 00:00:00
ACC-0540,CUST-0475,CREDIT_CARD,INR,379177.03,ACTIVE,2024-04-04 00:00:00
ACC-0541,CUST-0057,CURRENT,INR,390755.98,ACTIVE,2024-11-13 00:00:00
ACC-0542,CUST-0940,CREDIT_CARD,INR,451124.91,ACTIVE,2024-11-14 00:00:00
ACC-0543,CUST-0354,CURRENT,INR,77925.41,ACTIVE,2024-06-30 00:00:00
ACC-0544,CUST-0333,SAVINGS,INR,310737.47,ACTIVE,2025-10-09 00:00:00
ACC-0545,CUST-0767,CURRENT,INR,217269.98,ACTIVE,2025-12-26 00:00:00
ACC-0546,CUST-0028,CURRENT,INR,151232.86,ACTIVE,2026-02-20 00:00:00
ACC-0547,CUST-0151,CURRENT,INR,279482.01,ACTIVE,2026-04-05 00:00:00
ACC-0548,CUST-0474,SAVINGS,INR,223555.15,ACTIVE,2025-03-29 00:00:00
ACC-0549,CUST-0713,CURRENT,INR,26970.69,ACTIVE,2025-03-04 00:00:00
ACC-0550,CUST-0862,CURRENT,INR,437933.5,ACTIVE,2025-02-15 00:00:00
ACC-0551,CUST-0929,CREDIT_CARD,INR,436931.52,ACTIVE,2025-08-09 00:00:00
ACC-0552,CUST-0437,CURRENT,INR,369163.15,ACTIVE,2025-06-01 00:00:00
ACC-0553,CUST-0712,CURRENT,INR,208281.59,ACTIVE,2024-06-04 00:00:00
ACC-0554,CUST-0680,SAVINGS,INR,67858.27,ACTIVE,2024-04-27 00:00:00
ACC-0555,CUST-0422,LOAN,INR,128570.44,ACTIVE,2024-09-07 00:00:00
ACC-0556,CUST-0774,CREDIT_CARD,INR,291085.58,ACTIVE,2025-06-06 00:00:00
ACC-0557,CUST-0491,CREDIT_CARD,INR,225774.87,ACTIVE,2024-08-05 00:00:00
ACC-0558,CUST-0983,SAVINGS,INR,464727.0,ACTIVE,2024-12-02 00:00:00
ACC-0559,CUST-0820,SAVINGS,INR,437381.9,ACTIVE,2024-09-01 00:00:00
ACC-0560,CUST-0969,CREDIT_CARD,INR,169799.59,ACTIVE,2025-10-30 00:00:00
ACC-0561,CUST-0051,CREDIT_CARD,INR,431327.1,ACTIVE,2024-09-24 00:00:00
ACC-0562,CUST-0114,SAVINGS,INR,35068.76,ACTIVE,2025-06-14 00:00:00
ACC-0563,CUST-0460,CREDIT_CARD,INR,176798.2,ACTIVE,2026-04-13 00:00:00
ACC-0564,CUST-0501,CREDIT_CARD,INR,140354.37,ACTIVE,2024-12-02 00:00:00
ACC-0565,CUST-0186,SAVINGS,INR,470990.93,ACTIVE,2025-12-05 00:00:00
ACC-0566,CUST-0454,CREDIT_CARD,INR,119864.35,ACTIVE,2025-07-14 00:00:00
