customer_id,full_name,kyc_status,risk_rating,segment,country,created_at
CUST-0295,Customer_295,VERIFIED,MEDIUM,RETAIL,IND,2025-06-05 00:00:00
CUST-0296,Customer_296,VERIFIED,MEDIUM,RETAIL,IND,2025-02-28 00:00:00
CUST-0297,Customer_297,VERIFIED,LOW,HNI,IND,2024-06-15 00:00:00
CUST-0298,Customer_298,VERIFIED,LOW,CORPORATE,IND,2023-12-10 00:00:00
CUST-0299,Customer_299,VERIFIED,LOW,SME,IND,2024-01-13 00:00:00
CUST-0300,Customer_300,VERIFIED,MEDIUM,RETAIL,IND,2024-07-10 00:00:00
CUST-0301,Customer_301,VERIFIED,LOW,CORPORATE,IND,2023-09-27 00:00:00
CUST-0302,Customer_302,VERIFIED,LOW,HNI,IND,2024-08-30 00:00:00
CUST-0303,Customer_303,PENDING_REVERIFICATION,LOW,RETAIL,IND,2024-08-02 00:00:00
CUST-0304,Customer_304,VERIFIED,HIGH,CORPORATE,IND,2025-04-30 00:00:00
CUST-0305,Customer_305,PENDING_REVERIFICATION,LOW,HNI,IND,2024-02-28 00:00:00
CUST-0306,Customer_306,PENDING_REVERIFICATION,LOW,SME,IND,2023-11-10 00:00:00
CUST-0307,Customer_307,VERIFIED,LOW,SME,IND,2025-11-01 00:00:00
CUST-0308,Customer_308,VERIFIED,LOW,HNI,IND,2024-06-16 00:00:00
CUST-0309,Customer_309,VERIFIED,LOW,RETAIL,IND,2024-04-16 00:00:00
CUST-0310,Customer_310,VERIFIED,MEDIUM,CORPORATE,IND,2024-06-05 00:00:00
CUST-0311,Customer_311,PENDING_REVERIFICATION,HIGH,CORPORATE,IND,2024-04-01 00:00:00
CUST-0312,Customer_312,VERIFIED,LOW,CORPORATE,IND,2024-01-10 00:00:00
CUST-0313,Customer_313,PENDING_REVERIFICATION,HIGH,SME,IND,2024-07-18 00:00:00
CUST-0314,Customer_314,PENDING_REVERIFICATION,LOW,RETAIL,IND,2024-01-05 00:00:00
CUST-0315,Customer_315,VERIFIED,MEDIUM,SME,IND,2023-12-03 00:00:00
CUST-0316,Customer_316,VERIFIED,MEDIUM,RETAIL,IND,2025-02-18 00:00:00
CUST-0317,Customer_317,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2024-06-14 00:00:00
CUST-0318,Customer_318,VERIFIED,LOW,RETAIL,IND,2025-10-26 00:00:00
CUST-0319,Customer_319,VERIFIED,MEDIUM,SME,IND,2025-01-24 00:00:00
CUST-0320,Customer_320,VERIFIED,LOW,RETAIL,IND,2025-07-25 00:00:00
CUST-0321,Customer_321,VERIFIED,LOW,RETAIL,IND,2025-07-02 00:00:00
CUST-0322,Customer_322,VERIFIED,LOW,SME,IND,2023-09-15 00:00:00
CUST-0323,Customer_323,PENDING_REVERIFICATION,LOW,RETAIL,IND,2025-05-01 00:00:00
CUST-0324,Customer_324,VERIFIED,LOW,CORPORATE,IND,2025-07-02 00:00:00
CUST-0325,Customer_325,VERIFIED,LOW,RETAIL,IND,2023-12-01 00:00:00
CUST-0326,Customer_326,VERIFIED,HIGH,CORPORATE,IND,2026-01-15 00:00:00
CUST-0327,Customer_327,VERIFIED,MEDIUM,RETAIL,IND,2024-01-09 00:00:00
CUST-0328,Customer_328,VERIFIED,MEDIUM,SME,IND,2024-07-31 00:00:00
CUST-0329,Customer_329,PENDING_REVERIFICATION,LOW,RETAIL,IND,2024-12-24 00:00:00
CUST-0330,Customer_330,VERIFIED,LOW,SME,IND,2024-05-08 00:00:00
CUST-0331,Customer_331,VERIFIED,HIGH,CORPORATE,IND,2024-02-19 00:00:00
CUST-0332,Customer_332,VERIFIED,LOW,CORPORATE,IND,2024-07-14 00:00:00
CUST-0333,Customer_333,PENDING_REVERIFICATION,MEDIUM,CORPORATE,IND,2024-05-12 00:00:00
CUST-0334,Customer_334,VERIFIED,LOW,SME,IND,2023-12-18 00:00:00
CUST-0335,Customer_335,VERIFIED,LOW,CORPORATE,IND,2025-08-09 00:00:00
CUST-0336,Customer_336,VERIFIED,MEDIUM,HNI,IND,2025-07-26 00:00:00
CUST-0337,Customer_337,VERIFIED,LOW,SME,IND,2026-01-21 00:00:00
CUST-0338,Customer_338,VERIFIED,LOW,CORPORATE,IND,2025-01-22 00:00:00
CUST-0339,Customer_339,VERIFIED,LOW,CORPORATE,IND,2025-12-07 00:00:00
CUST-0340,Customer_340,VERIFIED,LOW,RETAIL,IND,2025-05-14 00:00:00
CUST-0341,Customer_341,VERIFIED,LOW,SME,IND,2025-06-04 00:00:00
CUST-0342,Customer_342,VERIFIED,LOW,RETAIL,IND,2023-11-01 00:00:00
CUST-0343,Customer_343,VERIFIED,LOW,CORPORATE,IND,2024-07-30 00:00:00
CUST-0344,Customer_344,VERIFIED,LOW,HNI,IND,2025-09-21 00:00:00
CUST-0345,Customer_345,VERIFIED,HIGH,SME,IND,2024-03-24 00:00:00
CUST-0346,Customer_346,VERIFIED,MEDIUM,SME,IND,2024-06-29 00:00:00
CUST-0347,Customer_347,PENDING_REVERIFICATION,LOW,HNI,IND,2025-08-13 00:00:00
CUST-0348,Customer_348,VERIFIED,LOW,CORPORATE,IND,2025-12-17 00:00:00
CUST-0349,Customer_349,VERIFIED,HIGH,SME,IND,2023-11-27 00:00:00
CUST-0350,Customer_350,VERIFIED,HIGH,SME,IND,2023-10-08 00:00:00
CUST-0351,Customer_351,VERIFIED,LOW,CORPORATE,IND,2024-05-12 00:00:00
CUST-0352,Customer_352,VERIFIED,LOW,HNI,IND,2025-05-23 00:00:00
CUST-0353,Customer_353,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2025-07-24 00:00:00
CUST-0354,Customer_354,VERIFIED,LOW,SME,IND,2024-03-29 00:00:00
CUST-0355,Customer_355,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2025-04-04 00:00:00
CUST-0356,Customer_356,VERIFIED,LOW,HNI,IND,2024-03-05 00:00:00
CUST-0357,Customer_357,VERIFIED,LOW,SME,IND,2024-01-09 00:00:00
CUST-0358,Customer_358,PENDING_REVERIFICATION,LOW,HNI,IND,2024-04-23 00:00:00
CUST-0359,Customer_359,VERIFIED,HIGH,RETAIL,IND,2026-01-22 00:00:00
CUST-0360,Customer_360,VERIFIED,LOW,RETAIL,IND,2024-05-21 00:00:00
CUST-0361,Customer_361,VERIFIED,LOW,SME,IND,2024-09-29 00:00:00
CUST-0362,Customer_362,PENDING_REVERIFICATION,LOW,HNI,IND,2026-01-09 00:00:00
CUST-0363,Customer_363,VERIFIED,HIGH,CORPORATE,IND,2024-03-22 00:00:00
CUST-0364,Customer_364,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2024-05-22 00:00:00
CUST-0365,Customer_365,VERIFIED,LOW,HNI,IND,2024-08-16 00:00:00
CUST-0366,Customer_366,VERIFIED,HIGH,SME,IND,2023-11-28 00:00:00
CUST-0367,Customer_367,PENDING_REVERIFICATION,HIGH,RETAIL,IND,2024-05-11 00:00:00
CUST-0368,Customer_368,VERIFIED,MEDIUM,CORPORATE,IND,2024-03-25 00:00:00
CUST-0369,Customer_369,VERIFIED,HIGH,RETAIL,IND,2024-10-26 00:00:00
CUST-0370,Customer_370,VERIFIED,MEDIUM,CORPORATE,IND,2025-10-21 00:00:00
CUST-0371,Customer_371,VERIFIED,LOW,SME,IND,2025-10-24 00:00:00
CUST-0372,Customer_372,VERIFIED,MEDIUM,HNI,IND,2024-05-02 00:00:00
CUST-0373,Customer_373,VERIFIED,LOW,HNI,IND,2024-11-07 00:00:00
CUST-0374,Customer_374,VERIFIED,LOW,RETAIL,IND,2024-01-26 00:00:00
CUST-0375,Customer_375,PENDING_REVERIFICATION,LOW,HNI,IND,2025-01-14 00:00:00
CUST-0376,Customer_376,VERIFIED,LOW,SME,IND,2025-08-22 00:00:00
CUST-0377,Customer_377,VERIFIED,MEDIUM,SME,IND,2024-12-16 00:00:00
CUST-0378,Customer_378,PENDING_REVERIFICATION,HIGH,CORPORATE,IND,2025-07-31 00:00:00
CUST-0379,Customer_379,VERIFIED,MEDIUM,CORPORATE,IND,2023-10-06 00:00:00
CUST-0380,Customer_380,VERIFIED,LOW,CORPORATE,IND,2025-05-29 00:00:00
CUST-0381,Customer_381,VERIFIED,LOW,SME,IND,2024-08-07 00:00:00
CUST-0382,Customer_382,VERIFIED,LOW,SME,IND,2025-08-14 00:00:00
CUST-0383,Customer_383,VERIFIED,MEDIUM,HNI,IND,2025-07-11 00:00:00
CUST-0384,Customer_384,VERIFIED,LOW,CORPORATE,IND,2024-11-01 00:00:00
CUST-0385,Customer_385,PENDING_REVERIFICATION,LOW,SME,IND,2023-10-01 00:00:00
CUST-0386,Customer_386,VERIFIED,LOW,RETAIL,IND,2025-05-15 00:00:00
CUST-0387,Customer_387,PENDING_REVERIFICATION,LOW,RETAIL,IND,2024-01-04 00:00:00
CUST-0388,Customer_388,PENDING_REVERIFICATION,HIGH,CORPORATE,IND,2024-01-21 00:00:00
CUST-0389,Customer_389,VERIFIED,MEDIUM,RETAIL,IND,2025-10-22 00:00:00
CUST-0390,Customer_390,VERIFIED,LOW,RETAIL,IND,2024-09-05 00:00:00
CUST-0391,Customer_391,VERIFIED,LOW,SME,IND,2023-11-15 00:00:00
CUST-0392,Customer_392,VERIFIED,LOW,SME,IND,2024-06-03 00:00:00
CUST-0393,Customer_393,VERIFIED,LOW,SME,IND,2025-08-31 00:00:00
CUST-0394,Customer_394,VERIFIED,MEDIUM,SME,IND,2024-11-08 00:00:00
CUST-0395,Customer_395,VERIFIED,HIGH,HNI,IND,2025-05-25 00:00:00
CUST-0396,Customer_396,VERIFIED,MEDIUM,RETAIL,IND,2025-08-22 00:00:00
CUST-0397,Customer_397,PENDING_REVERIFICATION,LOW,SME,IND,2025-01-04 00:00:00
CUST-0398,Customer_398,VERIFIED,HIGH,RETAIL,IND,2025-12-12 00:00:00
CUST-0399,Customer_399,VERIFIED,LOW,RETAIL,IND,2024-05-21 00:00:00
CUST-0400,Customer_400,VERIFIED,LOW,RETAIL,IND,2026-01-31 00:00:00
CUST-0401,Customer_401,PENDING_REVERIFICATION,LOW,RETAIL,IND,2024-06-24 00:00:00
CUST-0402,Customer_402,VERIFIED,MEDIUM,RETAIL,IND,2025-08-02 00:00:00
CUST-0403,Customer_403,VERIFIED,MEDIUM,HNI,IND,2025-07-12 00:00:00
CUST-0404,Customer_404,VERIFIED,LOW,CORPORATE,IND,2026-01-19 00:00:00
CUST-0405,Customer_405,VERIFIED,LOW,SME,IND,2024-09-02 00:00:00
CUST-0406,Customer_406,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2024-12-18 00:00:00
CUST-0407,Customer_407,PENDING_REVERIFICATION,LOW,RETAIL,IND,2025-04-15 00:00:00
CUST-0408,Customer_408,PENDING_REVERIFICATION,LOW,SME,IND,2025-11-28 00:00:00
CUST-0409,Customer_409,VERIFIED,LOW,HNI,IND,2026-01-23 00:00:00
CUST-0410,Customer_410,VERIFIED,HIGH,HNI,IND,2026-01-13 00:00:00
CUST-0411,Customer_411,VERIFIED,LOW,RETAIL,IND,2024-05-18 00:00:00
CUST-0412,Customer_412,VERIFIED,LOW,RETAIL,IND,2025-04-11 00:00:00
CUST-0413,Customer_413,VERIFIED,MEDIUM,HNI,IND,2024-01-10 00:00:00
CUST-0414,Customer_414,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2024-10-05 00:00:00
CUST-0415,Customer_415,VERIFIED,LOW,SME,IND,2025-08-23 00:00:00
CUST-0416,Customer_416,VERIFIED,LOW,RETAIL,IND,2025-10-03 00:00:00
CUST-0417,Customer_417,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2024-09-16 00:00:00
CUST-0418,Customer_418,VERIFIED,LOW,CORPORATE,IND,2024-10-24 00:00:00
CUST-0419,Customer_419,VERIFIED,LOW,CORPORATE,IND,2024-06-13 00:00:00
CUST-0420,Customer_420,VERIFIED,HIGH,HNI,IND,2025-07-28 00:00:00
CUST-0421,Customer_421,VERIFIED,LOW,HNI,IND,2024-10-06 00:00:00
CUST-0422,Customer_422,VERIFIED,LOW,CORPORATE,IND,2024-03-23 00:00:00
CUST-0423,Customer_423,VERIFIED,HIGH,CORPORATE,IND,2025-10-19 00:00:00
CUST-0424,Customer_424,VERIFIED,HIGH,RETAIL,IND,2025-10-06 00:00:00
CUST-0425,Customer_425,VERIFIED,LOW,CORPORATE,IND,2026-01-29 00:00:00
CUST-0426,Customer_426,PENDING_REVERIFICATION,MEDIUM,SME,IND,2025-04-06 00:00:00
CUST-0427,Customer_427,VERIFIED,HIGH,SME,IND,2025-12-26 00:00:00
CUST-0428,Customer_428,PENDING_REVERIFICATION,MEDIUM,HNI,IND,2023-11-09 00:00:00
CUST-0429,Customer_429,VERIFIED,LOW,CORPORATE,IND,2024-09-29 00:00:00
CUST-0430,Customer_430,PENDING_REVERIFICATION,HIGH,HNI,IND,2023-11-11 00:00:00
CUST-0431,Customer_431,VERIFIED,HIGH,CORPORATE,IND,2025-08-05 00:00:00
CUST-0432,Customer_432,VERIFIED,HIGH,RETAIL,IND,2025-10-03 00:00:00
CUST-0433,Customer_433,VERIFIED,LOW,CORPORATE,IND,2024-03-23 00:00:00
CUST-0434,Customer_434,VERIFIED,MEDIUM,SME,IND,2025-07-07 00:00:00
CUST-0435,Customer_435,PENDING_REVERIFICATION,MEDIUM,HNI,IND,2024-09-10 00:00:00
CUST-0436,Customer_436,VERIFIED,HIGH,RETAIL,IND,2024-04-18 00:00:00
CUST-0437,Customer_437,VERIFIED,LOW,HNI,IND,2024-03-02 00:00:00
CUST-0438,Customer_438,VERIFIED,LOW,HNI,IND,2026-01-25 00:00:00
CUST-0439,Customer_439,VERIFIED,LOW,CORPORATE,IND,2025-09-07 00:00:00
CUST-0440,Customer_440,VERIFIED,MEDIUM,RETAIL,IND,2023-12-11 00:00:00
CUST-0441,Customer_441,VERIFIED,LOW,CORPORATE,IND,2025-12-22 00:00:00
CUST-0442,Customer_442,VERIFIED,HIGH,CORPORATE,IND,2026-02-10 00:00:00
CUST-0443,Customer_443,VERIFIED,LOW,SME,IND,2025-10-21 00:00:00
CUST-0444,Customer_444,PENDING_REVERIFICATION,HIGH,RETAIL,IND,2023-11-04 00:00:00
CUST-0445,Customer_445,VERIFIED,LOW,HNI,IND,2024-01-16 00:00:00
CUST-0446,Customer_446,VERIFIED,LOW,HNI,IND,2025-01-24 00:00:00
CUST-0447,Customer_447,VERIFIED,MEDIUM,HNI,IND,2024-05-02 00:00:00
CUST-0448,Customer_448,PENDING_REVERIFICATION,HIGH,HNI,IND,2024-10-30 00:00:00
CUST-0449,Customer_449,PENDING_REVERIFICATION,LOW,HNI,IND,2025-11-16 00:00:00
CUST-0450,Customer_450,PENDING_REVERIFICATION,LOW,HNI,IND,2025-11-17 00:00:00
CUST-0451,Customer_451,VERIFIED,HIGH,SME,IND,2025-01-06 00:00:00
CUST-0452,Customer_452,VERIFIED,MEDIUM,RETAIL,IND,2026-02-01 00:00:00
CUST-0453,Customer_453,VERIFIED,LOW,HNI,IND,2024-08-14 00:00:00
CUST-0454,Customer_454,PENDING_REVERIFICATION,HIGH,CORPORATE,IND,2024-06-16 00:00:00
CUST-0455,Customer_455,VERIFIED,LOW,SME,IND,2025-07-10 00:00:00
CUST-0456,Customer_456,VERIFIED,MEDIUM,SME,IND,2023-12-19 00:00:00
CUST-0457,Customer_457,PENDING_REVERIFICATION,LOW,SME,IND,2026-01-18 00:00:00
CUST-0458,Customer_458,VERIFIED,LOW,SME,IND,2025-10-22 00:00:00
CUST-0459,Customer_459,VERIFIED,LOW,CORPORATE,IND,2025-08-07 00:00:00
CUST-0460,Customer_460,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2025-12-09 00:00:00
CUST-0461,Customer_461,VERIFIED,LOW,SME,IND,2025-07-05 00:00:00
CUST-0462,Customer_462,VERIFIED,LOW,RETAIL,IND,2024-12-21 00:00:00
CUST-0463,Customer_463,VERIFIED,HIGH,SME,IND,2026-01-16 00:00:00
CUST-0464,Customer_464,PENDING_REVERIFICATION,HIGH,RETAIL,IND,2023-12-24 00:00:00
CUST-0465,Customer_465,VERIFIED,LOW,SME,IND,2025-07-14 00:00:00
CUST-0466,Customer_466,VERIFIED,MEDIUM,RETAIL,IND,2026-01-10 00:00:00
CUST-0467,Customer_467,VERIFIED,LOW,HNI,IND,2025-08-24 00:00:00
CUST-0468,Customer_468,VERIFIED,LOW,HNI,IND,2025-11-02 00:00:00
CUST-0469,Customer_469,VERIFIED,LOW,RETAIL,IND,2025-02-10 00:00:00
CUST-0470,Customer_470,VERIFIED,LOW,SME,IND,2024-08-26 00:00:00
CUST-0471,Customer_471,VERIFIED,HIGH,SME,IND,2023-11-04 00:00:00
CUST-0472,Customer_472,VERIFIED,HIGH,HNI,IND,2025-05-02 00:00:00
CUST-0473,Customer_473,VERIFIED,HIGH,RETAIL,IND,2023-09-24 00:00:00
CUST-0474,Customer_474,VERIFIED,LOW,CORPORATE,IND,2024-01-28 00:00:00
CUST-0475,Customer_475,VERIFIED,LOW,SME,IND,2023-11-26 00:00:00
CUST-0476,Customer_476,VERIFIED,LOW,HNI,IND,2025-08-16 00:00:00
CUST-0477,Customer_477,VERIFIED,LOW,CORPORATE,IND,2025-07-27 00:00:00
CUST-0478,Customer_478,PENDING_REVERIFICATION,HIGH,CORPORATE,IND,2024-10-12 00:00:00
CUST-0479,Customer_479,PENDING_REVERIFICATION,LOW,SME,IND,2024-02-22 00:00:00
CUST-0480,Customer_480,VERIFIED,LOW,SME,IND,2025-08-30 00:00:00
CUST-0481,Customer_481,VERIFIED,MEDIUM,SME,IND,2025-05-04 00:00:00
CUST-0482,Customer_482,VERIFIED,LOW,HNI,IND,2024-01-09 00:00:00
CUST-0483,Customer_483,PENDING_REVERIFICATION,MEDIUM,SME,IND,2023-10-21 00:00:00
CUST-0484,Customer_484,VERIFIED,LOW,CORPORATE,IND,2025-04-10 00:00:00
CUST-0485,Customer_485,VERIFIED,MEDIUM,CORPORATE,IND,2025-01-07 00:00:00
CUST-0486,Customer_486,VERIFIED,LOW,CORPORATE,IND,2025-11-23 00:00:00
CUST-0487,Customer_487,VERIFIED,HIGH,HNI,IND,2025-01-17 00:00:00
CUST-0488,Customer_488,VERIFIED,LOW,SME,IND,2026-01-31 00:00:00
CUST-0489,Customer_489,VERIFIED,HIGH,CORPORATE,IND,2025-02-13 00:00:00
CUST-0490,Customer_490,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2026-01-03 00:00:00
CUST-0491,Customer_491,VERIFIED,MEDIUM,SME,IND,2024-03-11 00:00:00
CUST-0492,Customer_492,VERIFIED,LOW,HNI,IND,2024-09-18 00:00:00
CUST-0493,Customer_493,PENDING_REVERIFICATION,HIGH,HNI,IND,2025-01-19 00:00:00
CUST-0494,Customer_494,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2026-02-11 00:00:00
CUST-0495,Customer_495,PENDING_REVERIFICATION,LOW,SME,IND,2025-05-04 00:00:00
CUST-0496,Customer_496,PENDING_REVERIFICATION,HIGH,SME,IND,2023-11-18 00:00:00
CUST-0497,Customer_497,VERIFIED,LOW,CORPORATE,IND,2025-08-23 00:00:00
CUST-0498,Customer_498,VERIFIED,LOW,CORPORATE,IND,2024-08-18 00:00:00
CUST-0499,Customer_499,VERIFIED,LOW,CORPORATE,IND,2025-01-19 00:00:00
CUST-0500,Customer_500,VERIFIED,MEDIUM,SME,IND,2025-01-19 00:00:00
CUST-0501,Customer_501,PENDING_REVERIFICATION,LOW,RETAIL,IND,2024-12-30 00:00:00
CUST-0502,Customer_502,VERIFIED,HIGH,RETAIL,IND,2024-09-28 00:00:00
CUST-0503,Customer_503,VERIFIED,LOW,HNI,IND,2024-07-15 00:00:00
CUST-0504,Customer_504,PENDING_REVERIFICATION,LOW,HNI,IND,2026-01-18 00:00:00
CUST-0505,Customer_505,PENDING_REVERIFICATION,MEDIUM,SME,IND,2025-06-12 00:00:00
CUST-0506,Customer_506,PENDING_REVERIFICATION,LOW,RETAIL,IND,2026-02-15 00:00:00
CUST-0507,Customer_507,VERIFIED,HIGH,CORPORATE,IND,2024-12-31 00:00:00
CUST-0508,Customer_508,VERIFIED,LOW,HNI,IND,2024-01-08 00:00:00
CUST-0509,Customer_509,VERIFIED,LOW,RETAIL,IND,2023-10-02 00:00:00
CUST-0510,Customer_510,PENDING_REVERIFICATION,LOW,RETAIL,IND,2024-05-19 00:00:00
CUST-0511,Customer_511,PENDING_REVERIFICATION,HIGH,HNI,IND,2024-05-30 00:00:00
CUST-0512,Customer_512,VERIFIED,LOW,HNI,IND,2024-09-29 00:00:00
CUST-0513,Customer_513,VERIFIED,LOW,CORPORATE,IND,2024-02-01 00:00:00
CUST-0514,Customer_514,VERIFIED,LOW,SME,IND,2025-07-14 00:00:00
CUST-0515,Customer_515,VERIFIED,MEDIUM,CORPORATE,IND,2025-05-18 00:00:00
CUST-0516,Customer_516,PENDING_REVERIFICATION,MEDIUM,SME,IND,2025-07-21 00:00:00
CUST-0517,Customer_517,VERIFIED,LOW,RETAIL,IND,2024-12-06 00:00:00
CUST-0518,Customer_518,PENDING_REVERIFICATION,MEDIUM,CORPORATE,IND,2024-06-21 00:00:00
CUST-0519,Customer_519,VERIFIED,LOW,SME,IND,2025-11-20 00:00:00
CUST-0520,Customer_520,VERIFIED,LOW,SME,IND,2025-04-21 00:00:00
CUST-0521,Customer_521,PENDING_REVERIFICATION,HIGH,CORPORATE,IND,2024-11-29 00:00:00
CUST-0522,Customer_522,VERIFIED,LOW,HNI,IND,2025-12-19 00:00:00
CUST-0523,Customer_523,VERIFIED,LOW,HNI,IND,2025-09-02 00:00:00
CUST-0524,Customer_524,VERIFIED,LOW,CORPORATE,IND,2024-03-01 00:00:00
CUST-0525,Customer_525,PENDING_REVERIFICATION,HIGH,CORPORATE,IND,2024-06-27 00:00:00
CUST-0526,Customer_526,VERIFIED,LOW,CORPORATE,IND,2023-10-20 00:00:00
CUST-0527,Customer_527,VERIFIED,LOW,HNI,IND,2023-12-26 00:00:00
CUST-0528,Customer_528,VERIFIED,LOW,SME,IND,2024-01-22 00:00:00
CUST-0529,Customer_529,PENDING_REVERIFICATION,LOW,SME,IND,2024-04-12 00:00:00
CUST-0530,Customer_530,VERIFIED,LOW,SME,IND,2025-09-21 00:00:00
CUST-0531,Customer_531,VERIFIED,LOW,CORPORATE,IND,2025-04-26 00:00:00
CUST-0532,Customer_532,VERIFIED,LOW,CORPORATE,IND,2025-03-30 00:00:00
CUST-0533,Customer_533,PENDING_REVERIFICATION,HIGH,HNI,IND,2024-10-29 00:00:00
CUST-0534,Customer_534,VERIFIED,MEDIUM,CORPORATE,IND,2025-07-14 00:00:00
CUST-0535,Customer_535,VERIFIED,LOW,HNI,IND,2024-12-08 00:00:00
CUST-0536,Customer_536,VERIFIED,MEDIUM,SME,IND,2025-04-05 00:00:00
CUST-0537,Customer_537,VERIFIED,LOW,RETAIL,IND,2025-04-28 00:00:00
CUST-0538,Customer_538,VERIFIED,HIGH,SME,IND,2024-12-28 00:00:00
CUST-0539,Customer_539,VERIFIED,HIGH,CORPORATE,IND,2025-02-17 00:00:00
CUST-0540,Customer_540,VERIFIED,LOW,RETAIL,IND,2026-01-24 00:00:00
CUST-0541,Customer_541,PENDING_REVERIFICATION,LOW,SME,IND,2025-10-26 00:00:00
CUST-0542,Customer_542,VERIFIED,HIGH,RETAIL,IND,2026-02-21 00:00:00
CUST-0543,Customer_543,VERIFIED,LOW,HNI,IND,2025-12-18 00:00:00
CUST-0544,Customer_544,VERIFIED,MEDIUM,RETAIL,IND,2025-06-02 00:00:00
CUST-0545,Customer_545,VERIFIED,HIGH,HNI,IND,2024-11-03 00:00:00
CUST-0546,Customer_546,VERIFIED,HIGH,SME,IND,2023-10-27 00:00:00
CUST-0547,Customer_547,PENDING_REVERIFICATION,LOW,RETAIL,IND,2025-12-11 00:00:00
CUST-0548,Customer_548,VERIFIED,LOW,SME,IND,2024-02-23 00:00:00
CUST-0549,Customer_549,VERIFIED,LOW,SME,IND,2025-01-30 00:00:00
CUST-0550,Customer_550,VERIFIED,LOW,RETAIL,IND,2025-02-23 00:00:00
CUST-0551,Customer_551,PENDING_REVERIFICATION,LOW,HNI,IND,2024-05-29 00:00:00
CUST-0552,Customer_552,VERIFIED,LOW,RETAIL,IND,2024-04-08 00:00:00
CUST-0553,Customer_553,VERIFIED,LOW,SME,IND,2024-07-16 00:00:00
CUST-0554,Customer_554,VERIFIED,HIGH,HNI,IND,2024-04-25 00:00:00
CUST-0555,Customer_555,VERIFIED,HIGH,RETAIL,IND,2025-05-07 00:00:00
CUST-0556,Customer_556,VERIFIED,LOW,RETAIL,IND,2023-12-06 00:00:00
CUST-0557,Customer_557,VERIFIED,LOW,HNI,IND,2024-10-12 00:00:00
CUST-0558,Customer_558,VERIFIED,LOW,CORPORATE,IND,2024-05-01 00:00:00
CUST-0559,Customer_559,PENDING_REVERIFICATION,HIGH,SME,IND,2023-10-01 00:00:00
CUST-0560,Customer_560,VERIFIED,MEDIUM,SME,IND,2025-05-02 00:00:00
CUST-0561,Customer_561,VERIFIED,LOW,CORPORATE,IND,2025-04-17 00:00:00
CUST-0562,Customer_562,VERIFIED,HIGH,RETAIL,IND,2025-03-17 00:00:00
CUST-0563,Customer_563,VERIFIED,HIGH,RETAIL,IND,2024-02-02 00:00:00
CUST-0564,Customer_564,PENDING_REVERIFICATION,LOW,SME,IND,2024-09-05 00:00:00
CUST-0565,Customer_565,VERIFIED,MEDIUM,HNI,IND,2024-01-10 00:00:00
CUST-0566,Customer_566,VERIFIED,LOW,SME,IND,2025-03-28 00:00:00
CUST-0567,Customer_567,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2024-03-01 00:00:00
CUST-0568,Customer_568,VERIFIED,LOW,RETAIL,IND,2024-05-02 00:00:00
CUST-0569,Customer_569,VERIFIED,MEDIUM,RETAIL,IND,2025-07-15 00:00:00
CUST-0570,Customer_570,VERIFIED,MEDIUM,SME,IND,2026-01-29 00:00:00
CUST-0571,Customer_571,PENDING_REVERIFICATION,HIGH,SME,IND,2025-09-13 00:00:00
CUST-0572,Customer_572,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2024-04-30 00:00:00
CUST-0573,Customer_573,VERIFIED,LOW,HNI,IND,2025-12-07 00:00:00
CUST-0574,Customer_574,PENDING_REVERIFICATION,HIGH,RETAIL,IND,2025-05-18 00:00:00
CUST-0575,Customer_575,VERIFIED,LOW,CORPORATE,IND,2025-05-17 00:00:00
CUST-0576,Customer_576,PENDING_REVERIFICATION,MEDIUM,CORPORATE,IND,2025-01-22 00:00:00
CUST-0577,Customer_577,VERIFIED,HIGH,CORPORATE,IND,2024-04-24 00:00:00
CUST-0578,Customer_578,VERIFIED,HIGH,RETAIL,IND,2025-04-12 00:00:00
CUST-0579,Customer_579,VERIFIED,LOW,CORPORATE,IND,2023-10-29 00:00:00
CUST-0580,Customer_580,VERIFIED,LOW,SME,IND,2026-01-06 00:00:00
CUST-0581,Customer_581,PENDING_REVERIFICATION,HIGH,SME,IND,2024-12-15 00:00:00
CUST-0582,Customer_582,VERIFIED,LOW,SME,IND,2025-08-13 00:00:00
CUST-0583,Customer_583,VERIFIED,LOW,CORPORATE,IND,2024-01-06 00:00:00
CUST-0584,Customer_584,VERIFIED,HIGH,RETAIL,IND,2024-02-06 00:00:00
CUST-0585,Customer_585,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2024-11-30 00:00:00
CUST-0586,Customer_586,VERIFIED,MEDIUM,HNI,IND,2024-03-17 00:00:00
CUST-0587,Customer_587,VERIFIED,MEDIUM,CORPORATE,IND,2025-04-24 00:00:00
