transaction_id,account_id,counterparty_id,beneficiary_id,transaction_type,amount,currency,status,channel,device_id,location_id,transaction_timestamp,scenario_id
TXN-009127,ACC-0792,CP-0428,BEN-0284,OUTBOUND_WIRE,6933.83,INR,COMPLETED,NET_BANKING,DEV-0358,LOC-060,2026-07-06 08:57:00,NORMAL
TXN-009128,ACC-0273,CP-0281,BEN-0095,INBOUND_WIRE,24590.83,INR,COMPLETED,NET_BANKING,DEV-0717,LOC-092,2026-06-06 06:41:00,NORMAL
TXN-009129,ACC-1313,CP-0350,BEN-0264,IMPS,35902.51,INR,COMPLETED,UPI,DEV-0214,LOC-024,2026-06-03 22:12:00,NORMAL
TXN-009130,ACC-1346,CP-0033,BEN-0027,IMPS,38410.0,INR,COMPLETED,MOBILE_APP,DEV-0676,LOC-028,2026-08-24 11:03:00,NORMAL
TXN-009131,ACC-1386,CP-0418,BEN-0164,INBOUND_WIRE,31199.48,INR,COMPLETED,NET_BANKING,DEV-0229,LOC-022,2026-08-09 16:55:00,NORMAL
TXN-009132,ACC-0433,CP-0101,BEN-0108,OUTBOUND_WIRE,48099.09,INR,COMPLETED,MOBILE_APP,DEV-0115,LOC-069,2026-08-12 18:17:00,NORMAL
TXN-009133,ACC-0611,CP-0415,BEN-0182,OUTBOUND_WIRE,19904.48,INR,COMPLETED,BRANCH,DEV-0419,LOC-004,2026-07-28 00:51:00,NORMAL
TXN-009134,ACC-0546,CP-0094,BEN-0013,OUTBOUND_WIRE,36782.99,INR,COMPLETED,MOBILE_APP,DEV-0361,LOC-062,2026-06-27 20:30:00,NORMAL
TXN-009135,ACC-1348,CP-0411,BEN-0237,INBOUND_WIRE,33563.83,INR,COMPLETED,NET_BANKING,DEV-0669,LOC-023,2026-07-30 09:42:00,NORMAL
TXN-009136,ACC-0867,CP-0401,BEN-0284,INBOUND_WIRE,12387.51,INR,COMPLETED,MOBILE_APP,DEV-0185,LOC-070,2026-07-22 09:35:00,NORMAL
TXN-009137,ACC-0886,CP-0283,BEN-0089,IMPS,25438.06,INR,COMPLETED,BRANCH,DEV-0264,LOC-031,2026-07-15 06:35:00,NORMAL
TXN-009138,ACC-1014,CP-0015,BEN-0057,IMPS,19708.54,INR,COMPLETED,MOBILE_APP,DEV-0756,LOC-093,2026-07-02 12:45:00,NORMAL
TXN-009139,ACC-1404,CP-0482,BEN-0242,IMPS,32545.03,INR,COMPLETED,BRANCH,DEV-0126,LOC-059,2026-08-15 14:26:00,NORMAL
TXN-009140,ACC-0047,CP-0116,BEN-0135,NEFT,14006.57,INR,COMPLETED,MOBILE_APP,DEV-0642,LOC-062,2026-07-22 22:06:00,NORMAL
TXN-009141,ACC-0707,CP-0111,BEN-0007,RTGS,7535.33,INR,COMPLETED,UPI,DEV-0163,LOC-069,2026-07-16 12:35:00,NORMAL
TXN-009142,ACC-1473,CP-0303,BEN-0016,OUTBOUND_WIRE,4434.44,INR,COMPLETED,NET_BANKING,DEV-0664,LOC-058,2026-08-24 09:13:00,NORMAL
TXN-009143,ACC-0231,CP-0205,BEN-0082,RTGS,37869.94,INR,COMPLETED,MOBILE_APP,DEV-0614,LOC-080,2026-07-25 01:05:00,NORMAL
TXN-009144,ACC-0718,CP-0206,BEN-0185,IMPS,28129.41,INR,COMPLETED,MOBILE_APP,DEV-0716,LOC-089,2026-07-29 16:20:00,NORMAL
TXN-009145,ACC-0122,CP-0078,BEN-0003,NEFT,29757.18,INR,COMPLETED,UPI,DEV-0402,LOC-053,2026-07-16 11:17:00,NORMAL
TXN-009146,ACC-1072,CP-0290,BEN-0074,NEFT,47489.39,INR,COMPLETED,NET_BANKING,DEV-0578,LOC-059,2026-08-16 04:16:00,NORMAL
TXN-009147,ACC-1486,CP-0188,BEN-0264,INBOUND_WIRE,9973.19,INR,COMPLETED,MOBILE_APP,DEV-0800,LOC-025,2026-08-01 13:28:00,NORMAL
TXN-009148,ACC-0262,CP-0060,BEN-0264,IMPS,4466.6,INR,COMPLETED,UPI,DEV-0788,LOC-038,2026-07-19 02:24:00,NORMAL
TXN-009149,ACC-0390,CP-0145,BEN-0170,OUTBOUND_WIRE,42746.27,INR,COMPLETED,UPI,DEV-0351,LOC-097,2026-09-06 15:19:00,NORMAL
TXN-009150,ACC-1062,CP-0080,BEN-0047,INBOUND_WIRE,9243.61,INR,COMPLETED,NET_BANKING,DEV-0264,LOC-050,2026-09-23 19:50:00,NORMAL
TXN-009151,ACC-0070,CP-0495,BEN-0210,IMPS,17612.1,INR,COMPLETED,UPI,DEV-0085,LOC-034,2026-07-01 18:31:00,NORMAL
TXN-009152,ACC-1316,CP-0185,BEN-0293,RTGS,4304.28,INR,COMPLETED,BRANCH,DEV-0423,LOC-073,2026-09-22 18:35:00,NORMAL
TXN-009153,ACC-0768,CP-0329,BEN-0026,NEFT,14316.71,INR,COMPLETED,NET_BANKING,DEV-0170,LOC-098,2026-09-19 04:48:00,NORMAL
TXN-009154,ACC-0750,CP-0204,BEN-0224,NEFT,16259.52,INR,COMPLETED,BRANCH,DEV-0514,LOC-030,2026-07-07 03:01:00,NORMAL
TXN-009155,ACC-0212,CP-0348,BEN-0230,OUTBOUND_WIRE,31157.35,INR,COMPLETED,MOBILE_APP,DEV-0739,LOC-058,2026-08-26 11:38:00,NORMAL
TXN-009156,ACC-0196,CP-0039,BEN-0045,OUTBOUND_WIRE,2013.6,INR,COMPLETED,MOBILE_APP,DEV-0215,LOC-069,2026-09-16 19:11:00,NORMAL
TXN-009157,ACC-1081,CP-0213,BEN-0189,OUTBOUND_WIRE,5153.07,INR,COMPLETED,UPI,DEV-0060,LOC-080,2026-08-03 15:46:00,NORMAL
TXN-009158,ACC-0613,CP-0068,BEN-0008,RTGS,13472.59,INR,COMPLETED,NET_BANKING,DEV-0741,LOC-004,2026-08-31 19:48:00,NORMAL
TXN-009159,ACC-1042,CP-0252,BEN-0111,INBOUND_WIRE,30574.74,INR,COMPLETED,BRANCH,DEV-0181,LOC-035,2026-08-23 12:14:00,NORMAL
TXN-009160,ACC-1229,CP-0248,BEN-0292,INBOUND_WIRE,26361.27,INR,COMPLETED,UPI,DEV-0164,LOC-099,2026-09-22 15:15:00,NORMAL
TXN-009161,ACC-1369,CP-0319,BEN-0109,INBOUND_WIRE,24116.32,INR,COMPLETED,NET_BANKING,DEV-0207,LOC-005,2026-06-12 01:53:00,NORMAL
TXN-009162,ACC-0595,CP-0403,BEN-0245,IMPS,14952.44,INR,COMPLETED,BRANCH,DEV-0628,LOC-091,2026-09-02 15:12:00,NORMAL
TXN-009163,ACC-0091,CP-0416,BEN-0298,NEFT,46184.39,INR,COMPLETED,UPI,DEV-0191,LOC-017,2026-06-19 19:47:00,NORMAL
TXN-009164,ACC-1472,CP-0102,BEN-0215,RTGS,45908.63,INR,COMPLETED,BRANCH,DEV-0234,LOC-083,2026-09-03 08:53:00,NORMAL
TXN-009165,ACC-0383,CP-0471,BEN-0202,RTGS,17198.18,INR,COMPLETED,BRANCH,DEV-0497,LOC-078,2026-08-11 05:39:00,NORMAL
TXN-009166,ACC-1357,CP-0481,BEN-0277,NEFT,37020.14,INR,COMPLETED,NET_BANKING,DEV-0176,LOC-066,2026-08-18 09:27:00,NORMAL
TXN-009167,ACC-0629,CP-0368,BEN-0134,INBOUND_WIRE,48202.89,INR,COMPLETED,MOBILE_APP,DEV-0798,LOC-002,2026-08-17 10:52:00,NORMAL
TXN-009168,ACC-1339,CP-0175,BEN-0023,NEFT,15941.43,INR,COMPLETED,MOBILE_APP,DEV-0433,LOC-016,2026-07-25 02:31:00,NORMAL
TXN-009169,ACC-0984,CP-0384,BEN-0164,IMPS,27545.03,INR,COMPLETED,NET_BANKING,DEV-0266,LOC-072,2026-07-02 05:35:00,NORMAL
TXN-009170,ACC-0896,CP-0199,BEN-0295,INBOUND_WIRE,23507.95,INR,COMPLETED,BRANCH,DEV-0309,LOC-022,2026-08-07 18:23:00,NORMAL
TXN-009171,ACC-0703,CP-0453,BEN-0292,INBOUND_WIRE,41169.75,INR,COMPLETED,NET_BANKING,DEV-0714,LOC-001,2026-09-17 05:49:00,NORMAL
TXN-009172,ACC-0949,CP-0162,BEN-0233,NEFT,19348.45,INR,COMPLETED,UPI,DEV-0045,LOC-009,2026-06-11 14:40:00,NORMAL
TXN-009173,ACC-0184,CP-0086,BEN-0110,NEFT,33495.42,INR,COMPLETED,NET_BANKING,DEV-0708,LOC-067,2026-09-16 04:08:00,NORMAL
TXN-009174,ACC-0404,CP-0116,BEN-0056,INBOUND_WIRE,21729.65,INR,COMPLETED,NET_BANKING,DEV-0392,LOC-061,2026-09-23 23:13:00,NORMAL
TXN-009175,ACC-0911,CP-0341,BEN-0207,IMPS,23244.58,INR,COMPLETED,MOBILE_APP,DEV-0225,LOC-081,2026-08-24 22:20:00,NORMAL
TXN-009176,ACC-0095,CP-0125,BEN-0279,RTGS,30376.31,INR,COMPLETED,UPI,DEV-0265,LOC-049,2026-07-17 10:32:00,NORMAL
TXN-009177,ACC-0057,CP-0307,BEN-0051,OUTBOUND_WIRE,45200.15,INR,COMPLETED,MOBILE_APP,DEV-0448,LOC-039,2026-08-25 11:27:00,NORMAL
TXN-009178,ACC-1200,CP-0305,BEN-0148,IMPS,21303.47,INR,COMPLETED,NET_BANKING,DEV-0598,LOC-032,2026-08-27 18:41:00,NORMAL
TXN-009179,ACC-1259,CP-0260,BEN-0294,OUTBOUND_WIRE,2682.62,INR,COMPLETED,MOBILE_APP,DEV-0545,LOC-048,2026-06-15 12:35:00,NORMAL
TXN-009180,ACC-0292,CP-0312,BEN-0247,INBOUND_WIRE,32068.45,INR,COMPLETED,NET_BANKING,DEV-0650,LOC-092,2026-06-04 16:33:00,NORMAL
TXN-009181,ACC-0893,CP-0379,BEN-0206,INBOUND_WIRE,16151.0,INR,COMPLETED,UPI,DEV-0075,LOC-004,2026-09-05 11:54:00,NORMAL
TXN-009182,ACC-0580,CP-0061,BEN-0201,NEFT,35200.39,INR,COMPLETED,BRANCH,DEV-0248,LOC-072,2026-09-13 00:44:00,NORMAL
TXN-009183,ACC-0578,CP-0185,BEN-0231,RTGS,15986.97,INR,COMPLETED,UPI,DEV-0010,LOC-095,2026-06-24 09:29:00,NORMAL
TXN-009184,ACC-0095,CP-0439,BEN-0112,INBOUND_WIRE,8442.81,INR,COMPLETED,UPI,DEV-0315,LOC-018,2026-07-03 00:54:00,NORMAL
TXN-009185,ACC-1245,CP-0456,BEN-0159,OUTBOUND_WIRE,29649.72,INR,COMPLETED,MOBILE_APP,DEV-0095,LOC-012,2026-07-15 13:35:00,NORMAL
TXN-009186,ACC-0122,CP-0416,BEN-0230,IMPS,42394.12,INR,COMPLETED,MOBILE_APP,DEV-0059,LOC-022,2026-08-05 22:41:00,NORMAL
TXN-009187,ACC-0849,CP-0098,BEN-0218,INBOUND_WIRE,3844.32,INR,COMPLETED,MOBILE_APP,DEV-0343,LOC-079,2026-07-30 23:59:00,NORMAL
TXN-009188,ACC-0345,CP-0199,BEN-0027,NEFT,18882.2,INR,COMPLETED,MOBILE_APP,DEV-0500,LOC-032,2026-06-25 11:27:00,NORMAL
TXN-009189,ACC-0599,CP-0002,BEN-0180,NEFT,40465.27,INR,COMPLETED,BRANCH,DEV-0314,LOC-087,2026-07-01 17:13:00,NORMAL
TXN-009190,ACC-1416,CP-0129,BEN-0195,NEFT,14167.02,INR,COMPLETED,UPI,DEV-0317,LOC-061,2026-08-23 07:16:00,NORMAL
TXN-009191,ACC-0248,CP-0047,BEN-0151,NEFT,23022.15,INR,COMPLETED,BRANCH,DEV-0301,LOC-002,2026-06-06 04:18:00,NORMAL
TXN-009192,ACC-0988,CP-0053,BEN-0080,INBOUND_WIRE,15340.51,INR,COMPLETED,BRANCH,DEV-0239,LOC-075,2026-07-29 01:38:00,NORMAL
TXN-009193,ACC-0334,CP-0404,BEN-0138,OUTBOUND_WIRE,24800.02,INR,COMPLETED,MOBILE_APP,DEV-0046,LOC-025,2026-08-18 00:32:00,NORMAL
TXN-009194,ACC-0601,CP-0028,BEN-0076,IMPS,30852.23,INR,COMPLETED,UPI,DEV-0401,LOC-046,2026-08-30 15:45:00,NORMAL
TXN-009195,ACC-0125,CP-0222,BEN-0215,RTGS,35890.44,INR,COMPLETED,MOBILE_APP,DEV-0633,LOC-097,2026-07-11 13:56:00,NORMAL
TXN-009196,ACC-1297,CP-0459,BEN-0055,NEFT,17252.44,INR,COMPLETED,MOBILE_APP,DEV-0430,LOC-010,2026-08-24 14:51:00,NORMAL
TXN-009197,ACC-0222,CP-0244,BEN-0108,INBOUND_WIRE,21961.67,INR,COMPLETED,UPI,DEV-0761,LOC-013,2026-08-04 22:50:00,NORMAL
TXN-009198,ACC-1207,CP-0206,BEN-0214,INBOUND_WIRE,12486.88,INR,COMPLETED,UPI,DEV-0174,LOC-041,2026-07-03 22:50:00,NORMAL
TXN-009199,ACC-0641,CP-0359,BEN-0172,RTGS,25476.09,INR,COMPLETED,NET_BANKING,DEV-0155,LOC-042,2026-07-15 23:25:00,NORMAL
TXN-009200,ACC-0758,CP-0039,BEN-0055,NEFT,45170.93,INR,COMPLETED,BRANCH,DEV-0193,LOC-044,2026-07-24 04:54:00,NORMAL
TXN-009201,ACC-1015,CP-0166,BEN-0103,RTGS,37157.49,INR,COMPLETED,MOBILE_APP,DEV-0172,LOC-040,2026-07-09 12:33:00,NORMAL
TXN-009202,ACC-1495,CP-0194,BEN-0250,RTGS,16630.97,INR,COMPLETED,NET_BANKING,DEV-0553,LOC-047,2026-08-07 02:44:00,NORMAL
TXN-009203,ACC-0961,CP-0219,BEN-0256,OUTBOUND_WIRE,2844.87,INR,COMPLETED,MOBILE_APP,DEV-0644,LOC-051,2026-07-10 02:18:00,NORMAL
TXN-009204,ACC-0379,CP-0256,BEN-0220,IMPS,606.64,INR,COMPLETED,NET_BANKING,DEV-0473,LOC-092,2026-08-25 04:52:00,NORMAL
TXN-009205,ACC-0259,CP-0001,BEN-0245,IMPS,5400.48,INR,COMPLETED,BRANCH,DEV-0250,LOC-051,2026-09-07 17:57:00,NORMAL
TXN-009206,ACC-0772,CP-0370,BEN-0122,RTGS,48246.9,INR,COMPLETED,BRANCH,DEV-0550,LOC-055,2026-08-07 01:35:00,NORMAL
TXN-009207,ACC-1379,CP-0050,BEN-0063,INBOUND_WIRE,761.16,INR,COMPLETED,MOBILE_APP,DEV-0614,LOC-015,2026-09-14 00:55:00,NORMAL
TXN-009208,ACC-1378,CP-0084,BEN-0112,RTGS,22312.27,INR,COMPLETED,BRANCH,DEV-0676,LOC-054,2026-08-26 06:55:00,NORMAL
TXN-009209,ACC-0338,CP-0493,BEN-0269,RTGS,29841.24,INR,COMPLETED,NET_BANKING,DEV-0359,LOC-025,2026-08-22 00:47:00,NORMAL
TXN-009210,ACC-0390,CP-0186,BEN-0102,INBOUND_WIRE,12404.79,INR,COMPLETED,UPI,DEV-0378,LOC-043,2026-09-03 15:03:00,NORMAL
TXN-009211,ACC-0773,CP-0181,BEN-0215,NEFT,36517.93,INR,COMPLETED,BRANCH,DEV-0714,LOC-079,2026-08-24 06:18:00,NORMAL
TXN-009212,ACC-0456,CP-0447,BEN-0251,NEFT,19096.61,INR,COMPLETED,BRANCH,DEV-0699,LOC-006,2026-06-29 01:21:00,NORMAL
TXN-009213,ACC-1171,CP-0444,BEN-0107,RTGS,20632.8,INR,COMPLETED,MOBILE_APP,DEV-0664,LOC-017,2026-07-11 01:45:00,NORMAL
TXN-009214,ACC-0190,CP-0497,BEN-0127,IMPS,14915.92,INR,COMPLETED,BRANCH,DEV-0679,LOC-057,2026-08-13 07:22:00,NORMAL
TXN-009215,ACC-1204,CP-0214,BEN-0012,NEFT,14112.04,INR,COMPLETED,UPI,DEV-0664,LOC-006,2026-08-17 22:30:00,NORMAL
TXN-009216,ACC-1011,CP-0313,BEN-0135,IMPS,42691.75,INR,COMPLETED,UPI,DEV-0190,LOC-066,2026-07-14 20:35:00,NORMAL
TXN-009217,ACC-0627,CP-0486,BEN-0035,RTGS,35285.44,INR,COMPLETED,NET_BANKING,DEV-0324,LOC-013,2026-08-14 12:39:00,NORMAL
TXN-009218,ACC-0160,CP-0200,BEN-0246,RTGS,20954.03,INR,COMPLETED,NET_BANKING,DEV-0316,LOC-070,2026-07-17 17:41:00,NORMAL
TXN-009219,ACC-0748,CP-0107,BEN-0121,IMPS,14828.27,INR,COMPLETED,NET_BANKING,DEV-0524,LOC-099,2026-08-26 12:05:00,NORMAL
TXN-009220,ACC-1343,CP-0483,BEN-0246,RTGS,18524.94,INR,COMPLETED,UPI,DEV-0233,LOC-079,2026-07-09 15:46:00,NORMAL
TXN-009221,ACC-1420,CP-0192,BEN-0171,NEFT,2086.19,INR,COMPLETED,MOBILE_APP,DEV-0688,LOC-063,2026-07-26 23:04:00,NORMAL
TXN-009222,ACC-1360,CP-0412,BEN-0250,IMPS,15317.6,INR,COMPLETED,NET_BANKING,DEV-0360,LOC-056,2026-06-30 18:34:00,NORMAL
TXN-009223,ACC-0413,CP-0309,BEN-0277,IMPS,27131.81,INR,COMPLETED,UPI,DEV-0595,LOC-099,2026-07-03 16:03:00,NORMAL
TXN-009224,ACC-1441,CP-0482,BEN-0079,INBOUND_WIRE,13318.76,INR,COMPLETED,NET_BANKING,DEV-0147,LOC-011,2026-09-06 07:33:00,NORMAL
TXN-009225,ACC-0492,CP-0146,BEN-0016,OUTBOUND_WIRE,43680.25,INR,COMPLETED,NET_BANKING,DEV-0661,LOC-064,2026-06-11 13:07:00,NORMAL
TXN-009226,ACC-1472,CP-0381,BEN-0095,OUTBOUND_WIRE,35088.01,INR,COMPLETED,NET_BANKING,DEV-0542,LOC-095,2026-06-27 15:18:00,NORMAL
TXN-009227,ACC-1213,CP-0262,BEN-0132,RTGS,39673.37,INR,COMPLETED,MOBILE_APP,DEV-0213,LOC-068,2026-09-19 03:17:00,NORMAL
TXN-009228,ACC-0683,CP-0209,BEN-0031,NEFT,25276.12,INR,COMPLETED,UPI,DEV-0010,LOC-001,2026-08-01 01:00:00,NORMAL
TXN-009229,ACC-0173,CP-0448,BEN-0022,IMPS,22899.68,INR,COMPLETED,NET_BANKING,DEV-0152,LOC-004,2026-06-23 05:56:00,NORMAL
TXN-009230,ACC-0983,CP-0253,BEN-0177,INBOUND_WIRE,6498.84,INR,COMPLETED,NET_BANKING,DEV-0605,LOC-096,2026-06-13 22:11:00,NORMAL
TXN-009231,ACC-0938,CP-0379,BEN-0197,INBOUND_WIRE,3202.98,INR,COMPLETED,UPI,DEV-0095,LOC-067,2026-08-22 04:37:00,NORMAL
TXN-009232,ACC-0599,CP-0066,BEN-0270,NEFT,35585.77,INR,COMPLETED,NET_BANKING,DEV-0726,LOC-068,2026-07-23 05:37:00,NORMAL
TXN-009233,ACC-0939,CP-0141,BEN-0107,OUTBOUND_WIRE,45243.1,INR,COMPLETED,NET_BANKING,DEV-0092,LOC-096,2026-06-15 09:50:00,NORMAL
TXN-009234,ACC-0543,CP-0405,BEN-0180,INBOUND_WIRE,42915.75,INR,COMPLETED,BRANCH,DEV-0564,LOC-076,2026-06-09 03:19:00,NORMAL
TXN-009235,ACC-1300,CP-0199,BEN-0279,OUTBOUND_WIRE,38385.09,INR,COMPLETED,MOBILE_APP,DEV-0786,LOC-019,2026-09-05 13:57:00,NORMAL
TXN-009236,ACC-1073,CP-0227,BEN-0288,RTGS,45973.83,INR,COMPLETED,NET_BANKING,DEV-0318,LOC-013,2026-09-06 23:05:00,NORMAL
TXN-009237,ACC-0779,CP-0064,BEN-0225,NEFT,39414.74,INR,COMPLETED,NET_BANKING,DEV-0624,LOC-087,2026-07-25 01:21:00,NORMAL
TXN-009238,ACC-1076,CP-0341,BEN-0205,RTGS,15350.4,INR,COMPLETED,BRANCH,DEV-0573,LOC-077,2026-07-04 00:53:00,NORMAL
TXN-009239,ACC-0476,CP-0231,BEN-0204,INBOUND_WIRE,37085.29,INR,COMPLETED,MOBILE_APP,DEV-0533,LOC-033,2026-07-21 17:40:00,NORMAL
TXN-009240,ACC-1475,CP-0102,BEN-0131,IMPS,3235.61,INR,COMPLETED,BRANCH,DEV-0613,LOC-072,2026-06-11 09:18:00,NORMAL
TXN-009241,ACC-0117,CP-0487,BEN-0146,RTGS,43508.51,INR,COMPLETED,NET_BANKING,DEV-0038,LOC-056,2026-07-30 15:11:00,NORMAL
TXN-009242,ACC-0696,CP-0441,BEN-0093,NEFT,16333.93,INR,COMPLETED,BRANCH,DEV-0137,LOC-087,2026-08-26 03:56:00,NORMAL
TXN-009243,ACC-0298,CP-0263,BEN-0105,IMPS,41106.56,INR,COMPLETED,BRANCH,DEV-0647,LOC-065,2026-07-17 15:22:00,NORMAL
TXN-009244,ACC-0315,CP-0099,BEN-0242,RTGS,43429.71,INR,COMPLETED,MOBILE_APP,DEV-0083,LOC-038,2026-07-08 21:30:00,NORMAL
TXN-009245,ACC-1000,CP-0014,BEN-0284,RTGS,3951.61,INR,COMPLETED,MOBILE_APP,DEV-0172,LOC-082,2026-08-06 14:53:00,NORMAL
TXN-009246,ACC-0385,CP-0275,BEN-0234,OUTBOUND_WIRE,48247.97,INR,COMPLETED,UPI,DEV-0401,LOC-094,2026-06-09 11:56:00,NORMAL
TXN-009247,ACC-0070,CP-0014,BEN-0176,IMPS,38353.55,INR,COMPLETED,UPI,DEV-0254,LOC-069,2026-08-16 20:59:00,NORMAL
TXN-009248,ACC-0537,CP-0238,BEN-0034,INBOUND_WIRE,34781.04,INR,COMPLETED,BRANCH,DEV-0238,LOC-095,2026-07-03 10:21:00,NORMAL
TXN-009249,ACC-0660,CP-0351,BEN-0269,NEFT,30157.69,INR,COMPLETED,UPI,DEV-0176,LOC-067,2026-08-01 12:11:00,NORMAL
TXN-009250,ACC-0818,CP-0011,BEN-0139,IMPS,21681.41,INR,COMPLETED,UPI,DEV-0159,LOC-049,2026-06-25 13:36:00,NORMAL
TXN-009251,ACC-0775,CP-0138,BEN-0137,RTGS,33201.04,INR,COMPLETED,NET_BANKING,DEV-0443,LOC-036,2026-07-01 15:35:00,NORMAL
TXN-009252,ACC-0761,CP-0090,BEN-0245,NEFT,29734.88,INR,COMPLETED,BRANCH,DEV-0247,LOC-031,2026-06-06 06:42:00,NORMAL
TXN-009253,ACC-0240,CP-0119,BEN-0021,OUTBOUND_WIRE,17125.15,INR,COMPLETED,UPI,DEV-0449,LOC-001,2026-08-27 12:19:00,NORMAL
TXN-009254,ACC-0836,CP-0402,BEN-0186,INBOUND_WIRE,42250.52,INR,COMPLETED,UPI,DEV-0528,LOC-004,2026-06-11 17:18:00,NORMAL
TXN-009255,ACC-1144,CP-0332,BEN-0059,OUTBOUND_WIRE,28957.67,INR,COMPLETED,NET_BANKING,DEV-0321,LOC-083,2026-06-26 19:29:00,NORMAL
TXN-009256,ACC-0514,CP-0034,BEN-0218,IMPS,38973.07,INR,COMPLETED,MOBILE_APP,DEV-0337,LOC-096,2026-09-03 05:44:00,NORMAL
TXN-009257,ACC-1150,CP-0166,BEN-0183,NEFT,43717.15,INR,COMPLETED,UPI,DEV-0389,LOC-067,2026-06-17 07:08:00,NORMAL
TXN-009258,ACC-0802,CP-0183,BEN-0257,INBOUND_WIRE,1017.37,INR,COMPLETED,MOBILE_APP,DEV-0644,LOC-011,2026-08-15 20:40:00,NORMAL
TXN-009259,ACC-0046,CP-0235,BEN-0056,RTGS,41648.88,INR,COMPLETED,NET_BANKING,DEV-0636,LOC-096,2026-08-29 07:46:00,NORMAL
TXN-009260,ACC-0625,CP-0159,BEN-0210,NEFT,35021.86,INR,COMPLETED,BRANCH,DEV-0612,LOC-061,2026-06-02 23:48:00,NORMAL
TXN-009261,ACC-1298,CP-0076,BEN-0061,INBOUND_WIRE,33427.07,INR,COMPLETED,UPI,DEV-0748,LOC-055,2026-08-20 11:51:00,NORMAL
TXN-009262,ACC-0420,CP-0045,BEN-0111,RTGS,16259.76,INR,COMPLETED,BRANCH,DEV-0084,LOC-064,2026-09-10 18:18:00,NORMAL
TXN-009263,ACC-0502,CP-0094,BEN-0213,IMPS,2229.83,INR,COMPLETED,BRANCH,DEV-0647,LOC-081,2026-07-25 04:48:00,NORMAL
TXN-009264,ACC-1129,CP-0212,BEN-0114,INBOUND_WIRE,2631.9,INR,COMPLETED,BRANCH,DEV-0175,LOC-085,2026-06-22 21:06:00,NORMAL
TXN-009265,ACC-1444,CP-0309,BEN-0205,OUTBOUND_WIRE,48521.56,INR,COMPLETED,BRANCH,DEV-0464,LOC-085,2026-08-19 18:21:00,NORMAL
TXN-009266,ACC-0665,CP-0413,BEN-0239,OUTBOUND_WIRE,11475.34,INR,COMPLETED,BRANCH,DEV-0533,LOC-005,2026-07-31 16:14:00,NORMAL
TXN-009267,ACC-1304,CP-0358,BEN-0135,INBOUND_WIRE,44203.49,INR,COMPLETED,BRANCH,DEV-0656,LOC-058,2026-07-12 12:51:00,NORMAL
TXN-009268,ACC-1412,CP-0430,BEN-0184,INBOUND_WIRE,48565.83,INR,COMPLETED,BRANCH,DEV-0065,LOC-056,2026-08-22 09:29:00,NORMAL
TXN-009269,ACC-0034,CP-0354,BEN-0181,OUTBOUND_WIRE,48792.71,INR,COMPLETED,NET_BANKING,DEV-0674,LOC-013,2026-07-06 18:40:00,NORMAL
TXN-009270,ACC-0530,CP-0061,BEN-0008,RTGS,7527.17,INR,COMPLETED,BRANCH,DEV-0596,LOC-005,2026-09-06 03:53:00,NORMAL
TXN-009271,ACC-0223,CP-0038,BEN-0170,OUTBOUND_WIRE,8737.52,INR,COMPLETED,NET_BANKING,DEV-0130,LOC-037,2026-07-02 02:09:00,NORMAL
TXN-009272,ACC-0854,CP-0234,BEN-0090,IMPS,36340.64,INR,COMPLETED,BRANCH,DEV-0181,LOC-011,2026-08-19 16:20:00,NORMAL
TXN-009273,ACC-1341,CP-0006,BEN-0031,OUTBOUND_WIRE,48534.65,INR,COMPLETED,NET_BANKING,DEV-0084,LOC-011,2026-09-12 07:58:00,NORMAL
TXN-009274,ACC-0458,CP-0086,BEN-0232,OUTBOUND_WIRE,29810.9,INR,COMPLETED,MOBILE_APP,DEV-0117,LOC-016,2026-07-20 07:17:00,NORMAL
TXN-009275,ACC-0943,CP-0413,BEN-0239,RTGS,15849.29,INR,COMPLETED,UPI,DEV-0565,LOC-046,2026-08-17 18:17:00,NORMAL
TXN-009276,ACC-0606,CP-0342,BEN-0265,INBOUND_WIRE,10297.03,INR,COMPLETED,MOBILE_APP,DEV-0289,LOC-054,2026-07-03 11:36:00,NORMAL
TXN-009277,ACC-0615,CP-0005,BEN-0206,OUTBOUND_WIRE,40446.17,INR,COMPLETED,MOBILE_APP,DEV-0144,LOC-068,2026-09-05 14:56:00,NORMAL
TXN-009278,ACC-1428,CP-0119,BEN-0207,OUTBOUND_WIRE,39980.91,INR,COMPLETED,NET_BANKING,DEV-0468,LOC-052,2026-06-09 04:49:00,NORMAL
TXN-009279,ACC-0554,CP-0418,BEN-0107,IMPS,44917.91,INR,COMPLETED,NET_BANKING,DEV-0385,LOC-043,2026-07-16 20:59:00,NORMAL
TXN-009280,ACC-0144,CP-0272,BEN-0049,RTGS,32248.18,INR,COMPLETED,NET_BANKING,DEV-0748,LOC-096,2026-07-08 19:31:00,NORMAL
TXN-009281,ACC-0235,CP-0099,BEN-0104,NEFT,7908.95,INR,COMPLETED,MOBILE_APP,DEV-0789,LOC-086,2026-06-01 02:57:00,NORMAL
TXN-009282,ACC-1140,CP-0413,BEN-0099,NEFT,2704.33,INR,COMPLETED,BRANCH,DEV-0642,LOC-021,2026-07-17 07:26:00,NORMAL
TXN-009283,ACC-0488,CP-0058,BEN-0188,IMPS,37799.41,INR,COMPLETED,MOBILE_APP,DEV-0024,LOC-011,2026-09-16 09:44:00,NORMAL
